ClassName,WMC,DIT,NOC,CBO,RFC,LCOM,NOM,MPC,SLOC,AHF,MIF,AIF,CF,MHF,PF,CC,LOC,NNL,MI
org.thymeleaf.standard.processor.StandardStyleappendTagProcessor,4.0,5.0,0.0,13.0,19.0,2.0,3.0,12.0,36.0,79.0,2.0,0.4583,1.0,0.3333,,17.5,1.0667,3.0,
org.thymeleaf.standard.processor.StandardSwitchTagProcessor,2.0,4.0,0.0,13.0,8.0,1.0,2.0,12.0,36.0,33.0,0.0,0.6429,1.0,0.5,,14.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardSwitchTagProcessor$SwitchStructure,4.0,1.0,0.0,3.0,5.0,0.0,,,,25.0,1.0,0.5,0.0,,,4.75,0.5,,
org.thymeleaf.standard.processor.StandardSwitchTagProcessor.SwitchStructure,,1.0,0.0,1.0,,38.0,4.0,1.0,18.0,,,,,0.0,,,24.0,0.0,
org.thymeleaf.standard.processor.StandardTextTagProcessor,3.0,5.0,0.0,13.0,18.0,3.0,3.0,13.0,45.0,97.0,0.0,0.5,1.0,0.6667,,30.6667,1.5,3.0,
org.thymeleaf.standard.processor.StandardTextTagProcessor$1,1.0,1.0,0.0,2.0,3.0,0.0,,,,28.0,0.0,0.0,0.0,,,26.0,2.0,,
org.thymeleaf.standard.processor.StandardTranslationDocTypeProcessor,3.0,3.0,0.0,6.0,14.0,1.0,2.0,8.0,71.0,173.0,0.0,0.625,1.0,0.5,,47.6667,1.4259,2.0,
org.thymeleaf.standard.processor.StandardUnlessTagProcessor,2.0,5.0,0.0,12.0,8.0,1.0,2.0,11.0,17.0,31.0,0.0,0.6667,1.0,0.5,,13.5,2.0,0.0,
org.thymeleaf.standard.processor.StandardUtextTagProcessor,3.0,4.0,0.0,21.0,23.0,3.0,3.0,21.0,67.0,134.0,0.0,0.4167,1.0,0.6667,,43.0,1.5,2.0,
org.thymeleaf.standard.processor.StandardValueTagProcessor,1.0,6.0,0.0,3.0,2.0,0.0,1.0,2.0,7.0,12.0,0.0,1.0,0.0,0.0,,9.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardWithTagProcessor,2.0,4.0,0.0,15.0,19.0,1.0,2.0,15.0,44.0,112.0,0.0,0.6429,1.0,0.5,,54.0,2.0,2.0,
org.thymeleaf.standard.processor.StandardXmlBaseTagProcessor,1.0,6.0,0.0,3.0,2.0,0.0,1.0,2.0,8.0,14.0,0.0,1.0,0.0,0.0,,10.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardXmlLangTagProcessor,1.0,6.0,0.0,3.0,2.0,0.0,1.0,2.0,8.0,14.0,0.0,1.0,0.0,0.0,,10.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardXmlNsTagProcessor,2.0,4.0,0.0,7.0,6.0,1.0,2.0,7.0,14.0,23.0,0.0,0.6429,1.0,0.5,,9.5,2.0,0.0,
org.thymeleaf.standard.processor.StandardXmlSpaceTagProcessor,1.0,6.0,0.0,3.0,2.0,0.0,1.0,2.0,8.0,14.0,0.0,1.0,0.0,0.0,,10.0,2.0,0.0,
org.thymeleaf.standard.serializer.IStandardCSSSerializer,1.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.standard.serializer.IStandardJavaScriptSerializer,1.0,1.0,0.0,8.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.standard.serializer.StandardCSSSerializer,7.0,1.0,0.0,4.0,13.0,21.0,7.0,9.0,48.0,83.0,0.0,0.3095,0.0,0.7143,,10.8571,2.0,1.0,
org.thymeleaf.standard.serializer.StandardJavaScriptSerializer,6.0,1.0,0.0,9.0,24.0,11.0,4.0,12.0,368.0,134.0,1.0,0.32,0.0,0.5,,21.0,0.7,2.0,
org.thymeleaf.standard.serializer.StandardJavaScriptSerializer$1,0.0,1.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,2.0,,
org.thymeleaf.standard.serializer.StandardJavaScriptSerializer$DefaultStandardJavaScriptSerializer,17.0,1.0,0.0,8.0,63.0,136.0,,,,821.0,0.0,0.1711,0.0,,,47.2941,2.0,,
org.thymeleaf.standard.serializer.StandardJavaScriptSerializer$Jackson3StandardJavaScriptSerializer,7.0,1.0,0.0,6.0,31.0,19.0,,,,486.0,0.0,0.381,0.0,,,68.1429,0.8333,,
org.thymeleaf.standard.serializer.StandardJavaScriptSerializer$JacksonStandardJavaScriptSerializer,2.0,1.0,0.0,14.0,24.0,0.0,,,,107.0,0.0,0.625,0.0,,,52.0,0.0,,
org.thymeleaf.standard.serializer.StandardJavaScriptSerializer$JacksonThymeleafCharacterEscapes,4.0,2.0,0.0,4.0,7.0,2.0,,,,45.0,0.0,0.6667,0.0,,,9.5,0.6667,,
org.thymeleaf.standard.serializer.StandardJavaScriptSerializer$JacksonThymeleafISO8601DateFormat,4.0,3.0,0.0,2.0,15.0,0.0,,,,56.0,0.0,0.375,1.0,,,12.5,0.8333,,
org.thymeleaf.standard.serializer.StandardJavaScriptSerializer.DefaultStandardJavaScriptSerializer,,1.0,0.0,35.0,,0.0,13.0,35.0,230.0,,,,,0.9231,,,267.0,4.0,
org.thymeleaf.standard.serializer.StandardJavaScriptSerializer.JacksonStandardJavaScriptSerializer,,1.0,0.0,16.0,,0.0,2.0,16.0,33.0,,,,,0.0,,,48.0,2.0,
org.thymeleaf.standard.serializer.StandardJavaScriptSerializer.JacksonThymeleafCharacterEscapes,,2.0,0.0,3.0,,0.0,3.0,3.0,29.0,,,,,0.0,,,38.0,1.0,
org.thymeleaf.standard.serializer.StandardJavaScriptSerializer.JacksonThymeleafISO8601DateFormat,,1.0,0.0,8.0,,25.0,4.0,8.0,27.0,,,,,0.0,,,50.0,0.0,
org.thymeleaf.standard.serializer.StandardSerializers,3.0,1.0,0.0,7.0,11.0,3.0,3.0,7.0,35.0,72.0,0.0,0.5,0.0,0.3333,,22.3333,1.5,1.0,
org.thymeleaf.standard.util.StandardConditionalCommentUtils,2.0,1.0,0.0,2.0,7.0,1.0,2.0,3.0,90.0,187.0,0.0,0.5,0.0,0.5,,92.5,2.0,1.0,
org.thymeleaf.standard.util.StandardConditionalCommentUtils$ConditionalCommentParsingResult,7.0,1.0,0.0,2.0,8.0,9.0,,,,52.0,0.0,0.5714,0.0,,,5.5714,0.8333,,
org.thymeleaf.standard.util.StandardConditionalCommentUtils.ConditionalCommentParsingResult,,1.0,0.0,0.0,,71.0,7.0,0.0,37.0,,,,,0.0,,,52.0,0.0,
org.thymeleaf.standard.util.StandardExpressionUtils,5.0,1.0,0.0,2.0,13.0,8.0,4.0,3.0,69.0,203.0,0.0,0.3333,0.0,0.5,,38.8,0.75,3.0,
org.thymeleaf.standard.util.StandardProcessorUtils,3.0,1.0,0.0,11.0,8.0,3.0,3.0,5.0,24.0,40.0,0.0,0.5333,0.0,0.3333,,12.3333,2.0,1.0,
org.thymeleaf.templatemode.TemplateMode,9.0,2.0,0.0,153.0,19.0,22.0,7.0,6.0,53.0,221.0,7.0,0.2813,1.0,0.0,,22.2222,0.7708,1.0,
org.thymeleaf.templateparser.ITemplateParser,2.0,1.0,0.0,8.0,2.0,1.0,2.0,6.0,18.0,2.0,0.0,0.7778,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.templateparser.markup.AbstractMarkupTemplateParser,4.0,1.0,2.0,29.0,43.0,4.0,4.0,28.0,114.0,337.0,0.0,0.65,0.0,0.5,,82.75,0.0,2.0,
org.thymeleaf.templateparser.markup.HTMLTemplateParser,2.0,2.0,0.0,7.0,15.0,0.0,1.0,1.0,19.0,46.0,0.0,1.0,0.0,0.0,,21.5,0.0,0.0,
org.thymeleaf.templateparser.markup.InlinedOutputExpressionMarkupHandler,13.0,3.0,0.0,9.0,28.0,0.0,13.0,8.0,256.0,150.0,1.0,0.4135,0.0,0.0,,10.4615,0.0,0.0,
org.thymeleaf.templateparser.markup.InlinedOutputExpressionMarkupHandler$InlineMarkupAdapterPreProcessorHandler,13.0,1.0,0.0,5.0,27.0,0.0,,,,236.0,0.0,0.6154,0.0,,,17.0769,0.0,,
org.thymeleaf.templateparser.markup.InlinedOutputExpressionMarkupHandler.InlineMarkupAdapterPreProcessorHandler,,1.0,0.0,3.0,,0.0,13.0,3.0,138.0,,,,,0.0,,,154.0,1.0,
org.thymeleaf.templateparser.markup.TemplateFragmentMarkupReferenceResolver,6.0,1.0,0.0,3.0,16.0,9.0,5.0,3.0,72.0,189.0,2.0,0.6,0.0,0.6,,28.8333,0.76,1.0,
org.thymeleaf.templateparser.markup.XMLTemplateParser,2.0,2.0,0.0,7.0,15.0,0.0,1.0,1.0,19.0,46.0,0.0,1.0,0.0,0.0,,21.5,0.0,0.0,
org.thymeleaf.templateparser.markup.decoupled.DecoupledInjectedAttribute,7.0,1.0,0.0,3.0,11.0,0.0,7.0,3.0,61.0,138.0,0.0,0.4762,0.0,0.1429,,17.4286,0.5926,0.0,
org.thymeleaf.templateparser.markup.decoupled.DecoupledTemplateLogic,6.0,1.0,0.0,6.0,24.0,0.0,6.0,11.0,43.0,122.0,0.0,0.5,0.0,0.0,,19.1667,0.0,2.0,
org.thymeleaf.templateparser.markup.decoupled.DecoupledTemplateLogicBuilderMarkupHandler,10.0,2.0,0.0,10.0,33.0,0.0,9.0,12.0,210.0,371.0,3.0,0.5,0.0,0.0,,34.8,0.6667,2.0,
org.thymeleaf.templateparser.markup.decoupled.DecoupledTemplateLogicBuilderMarkupHandler$Selector,7.0,1.0,0.0,2.0,20.0,0.0,,,,120.0,0.0,0.5714,0.0,,,15.7143,0.3889,,
org.thymeleaf.templateparser.markup.decoupled.DecoupledTemplateLogicBuilderMarkupHandler.Selector,,1.0,0.0,6.0,,48.0,7.0,6.0,37.0,,,,,0.0,,,47.0,1.0,
org.thymeleaf.templateparser.markup.decoupled.DecoupledTemplateLogicMarkupHandler,8.0,3.0,0.0,8.0,23.0,6.0,7.0,9.0,104.0,198.0,1.0,0.4082,0.0,0.1429,,23.0,0.6429,3.0,
org.thymeleaf.templateparser.markup.decoupled.DecoupledTemplateLogicUtils,3.0,1.0,0.0,15.0,18.0,1.0,2.0,17.0,38.0,98.0,0.0,0.5,0.0,0.5,,31.3333,0.5,2.0,
org.thymeleaf.templateparser.markup.decoupled.IDecoupledTemplateLogicResolver,1.0,1.0,0.0,7.0,1.0,0.0,1.0,5.0,6.0,1.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.templateparser.markup.decoupled.StandardDecoupledTemplateLogicResolver,6.0,1.0,0.0,5.0,12.0,0.0,6.0,5.0,33.0,65.0,0.0,0.3611,0.0,0.0,,9.3333,0.6667,1.0,
org.thymeleaf.templateparser.raw.IRawHandler,3.0,1.0,0.0,4.0,3.0,3.0,3.0,1.0,12.0,3.0,0.0,0.75,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.templateparser.raw.RawParseException,12.0,3.0,0.0,4.0,22.0,0.0,12.0,2.0,80.0,245.0,0.0,0.5208,0.0,0.1667,,19.1667,0.4848,2.0,
org.thymeleaf.templateparser.raw.RawParser,5.0,1.0,0.0,5.0,21.0,4.0,5.0,10.0,133.0,242.0,1.0,0.4667,0.0,0.2,,47.2,0.25,4.0,
org.thymeleaf.templateparser.raw.RawParser$1,0.0,1.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,2.0,,
org.thymeleaf.templateparser.raw.RawParser$BufferPool,7.0,1.0,0.0,2.0,9.0,9.0,,,,125.0,0.0,0.4,0.0,,,16.4286,0.1111,,
org.thymeleaf.templateparser.raw.RawParser.BufferPool,,1.0,0.0,1.0,,0.0,3.0,1.0,41.0,,,,,1.0,,,56.0,2.0,
org.thymeleaf.templateparser.raw.RawTemplateParser,4.0,1.0,0.0,12.0,23.0,4.0,4.0,16.0,70.0,194.0,1.0,0.6667,0.0,0.25,,47.25,0.0,2.0,
org.thymeleaf.templateparser.reader.BlockAwareReader,6.0,2.0,4.0,5.0,16.0,0.0,6.0,6.0,175.0,633.0,1.0,0.5333,1.0,0.6667,,102.6667,0.6,6.0,
org.thymeleaf.templateparser.reader.BlockAwareReader$BlockAction,5.0,2.0,0.0,6.0,8.0,6.0,,,,48.0,3.0,0.3333,1.0,,,8.0,0.75,,
org.thymeleaf.templateparser.reader.BlockAwareReader.BlockAction,,1.0,0.0,1.0,,,2.0,1.0,1.0,,,,,0.0,,,1.0,0.0,
org.thymeleaf.templateparser.reader.ParserLevelCommentMarkupReader,4.0,3.0,0.0,3.0,8.0,4.0,1.0,2.0,7.0,29.0,0.0,0.5,2.0,0.0,,5.75,0.6667,0.0,
org.thymeleaf.templateparser.reader.ParserLevelCommentTextReader,4.0,3.0,0.0,3.0,8.0,4.0,1.0,2.0,7.0,29.0,0.0,0.5,2.0,0.0,,5.75,0.6667,0.0,
org.thymeleaf.templateparser.reader.PrototypeOnlyCommentMarkupReader,4.0,3.0,0.0,3.0,8.0,4.0,1.0,2.0,7.0,29.0,0.0,0.5,2.0,0.0,,5.75,0.6667,0.0,
org.thymeleaf.templateparser.reader.PrototypeOnlyCommentTextReader,4.0,3.0,0.0,3.0,8.0,4.0,1.0,2.0,7.0,29.0,0.0,0.5,2.0,0.0,,5.75,0.6667,0.0,
org.thymeleaf.templateparser.text.AbstractChainedTextHandler,13.0,2.0,3.0,6.0,25.0,0.0,13.0,1.0,97.0,133.0,1.0,0.4872,0.0,0.1538,,9.1538,0.0,0.0,
org.thymeleaf.templateparser.text.AbstractTextHandler,12.0,1.0,2.0,4.0,13.0,66.0,12.0,1.0,73.0,26.0,0.0,0.6,0.0,0.0833,,1.1667,2.0,0.0,
org.thymeleaf.templateparser.text.AbstractTextTemplateParser,4.0,1.0,3.0,20.0,31.0,4.0,4.0,20.0,87.0,227.0,1.0,0.6944,0.0,0.5,,55.5,0.0,2.0,
org.thymeleaf.templateparser.text.CSSTemplateParser,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,,7.0,2.0,0.0,
org.thymeleaf.templateparser.text.CommentProcessorTextHandler,11.0,3.0,0.0,6.0,28.0,39.0,11.0,6.0,196.0,546.0,0.0,0.4156,0.0,0.3636,,48.1818,0.36,3.0,
org.thymeleaf.templateparser.text.EventProcessorTextHandler,11.0,3.0,0.0,7.0,28.0,5.0,11.0,6.0,174.0,417.0,1.0,0.4091,0.0,0.4545,,36.2727,0.6857,2.0,
org.thymeleaf.templateparser.text.EventProcessorTextHandler$StructureNamesRepository,3.0,1.0,0.0,2.0,7.0,0.0,,,,110.0,0.0,0.7778,0.0,,,34.3333,0.75,,
org.thymeleaf.templateparser.text.EventProcessorTextHandler.StructureNamesRepository,,1.0,0.0,3.0,,0.0,3.0,3.0,34.0,,,,,0.3333,,,60.0,1.0,
org.thymeleaf.templateparser.text.ITextHandler,11.0,1.0,0.0,12.0,11.0,55.0,11.0,1.0,60.0,11.0,0.0,0.6364,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.templateparser.text.InlinedOutputExpressionTextHandler,9.0,3.0,0.0,9.0,20.0,0.0,9.0,7.0,209.0,110.0,1.0,0.4306,0.0,0.0,,11.1111,0.0,0.0,
org.thymeleaf.templateparser.text.InlinedOutputExpressionTextHandler$InlineTextAdapterPreProcessorHandler,13.0,1.0,0.0,5.0,24.0,6.0,,,,188.0,1.0,0.6154,0.0,,,13.3846,0.3333,,
org.thymeleaf.templateparser.text.InlinedOutputExpressionTextHandler.InlineTextAdapterPreProcessorHandler,,1.0,0.0,3.0,,31.0,13.0,3.0,122.0,,,,,0.0,,,138.0,1.0,
org.thymeleaf.templateparser.text.JavaScriptTemplateParser,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,,7.0,2.0,0.0,
org.thymeleaf.templateparser.text.ParsingLocatorUtil,2.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,12.0,28.0,0.0,0.5,0.0,0.5,,13.0,2.0,1.0,
org.thymeleaf.templateparser.text.TextParseException,12.0,3.0,0.0,13.0,22.0,0.0,12.0,2.0,80.0,245.0,0.0,0.5208,0.0,0.1667,,19.1667,0.4848,2.0,
org.thymeleaf.templateparser.text.TextParseStatus,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,,3.0,2.0,0.0,
org.thymeleaf.templateparser.text.TextParser,5.0,1.0,0.0,13.0,45.0,0.0,5.0,19.0,331.0,863.0,1.0,0.45,0.0,0.2,,171.0,0.25,8.0,
org.thymeleaf.templateparser.text.TextParser$1,0.0,1.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,2.0,,
org.thymeleaf.templateparser.text.TextParser$BufferPool,7.0,1.0,0.0,2.0,9.0,9.0,,,,125.0,0.0,0.4,0.0,,,16.4286,0.1111,,
org.thymeleaf.templateparser.text.TextParser.BufferPool,,1.0,0.0,1.0,,0.0,3.0,1.0,41.0,,,,,1.0,,,56.0,2.0,
org.thymeleaf.templateparser.text.TextParsingAttributeSequenceUtil,3.0,1.0,0.0,4.0,15.0,3.0,3.0,4.0,163.0,434.0,0.0,0.5,0.0,0.6667,,143.6667,2.0,4.0,
org.thymeleaf.templateparser.text.TextParsingCommentUtil,5.0,1.0,0.0,4.0,12.0,10.0,5.0,3.0,38.0,131.0,0.0,0.5,0.0,0.2,,25.2,2.0,1.0,
org.thymeleaf.templateparser.text.TextParsingElementUtil,8.0,1.0,0.0,6.0,25.0,28.0,8.0,6.0,157.0,623.0,0.0,0.475,0.0,0.25,,76.875,2.0,2.0,
org.thymeleaf.templateparser.text.TextParsingLiteralUtil,2.0,1.0,0.0,2.0,6.0,1.0,2.0,2.0,26.0,58.0,0.0,0.5,0.0,0.5,,28.0,2.0,2.0,
org.thymeleaf.templateparser.text.TextParsingUtil,12.0,1.0,0.0,4.0,15.0,66.0,12.0,2.0,249.0,761.0,0.0,0.5,0.0,0.1667,,62.4167,2.0,4.0,
org.thymeleaf.templateparser.text.TextTemplateParser,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,,7.0,2.0,0.0,
org.thymeleaf.templateresolver.AbstractConfigurableTemplateResolver,52.0,2.0,4.0,16.0,73.0,1046.0,51.0,18.0,253.0,553.0,10.0,0.2108,1.0,0.098,,9.25,0.9343,2.0,
org.thymeleaf.templateresolver.AbstractTemplateResolver,17.0,1.0,3.0,11.0,28.0,82.0,17.0,12.0,77.0,152.0,1.0,0.3109,0.0,0.2941,,7.5294,0.8839,1.0,
org.thymeleaf.templateresolver.ClassLoaderTemplateResolver,3.0,3.0,0.0,4.0,5.0,1.0,3.0,7.0,15.0,22.0,0.0,0.4667,1.0,0.3333,,6.0,0.0,0.0,
org.thymeleaf.templateresolver.DefaultTemplateResolver,10.0,2.0,0.0,8.0,14.0,11.0,9.0,10.0,37.0,61.0,2.0,0.4667,1.0,0.3333,,4.8,0.7037,0.0,
org.thymeleaf.templateresolver.FileTemplateResolver,2.0,3.0,0.0,4.0,4.0,1.0,2.0,6.0,10.0,11.0,0.0,0.625,1.0,0.5,,4.5,2.0,0.0,
org.thymeleaf.templateresolver.ITemplateResolver,3.0,1.0,0.0,7.0,3.0,3.0,3.0,5.0,8.0,3.0,0.0,0.5,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.templateresolver.StringTemplateResolver,13.0,2.0,0.0,12.0,21.0,38.0,12.0,14.0,59.0,104.0,2.0,0.3095,1.0,0.25,,6.5385,0.8472,2.0,
org.thymeleaf.templateresolver.TemplateResolution,7.0,1.0,0.0,7.0,9.0,11.0,7.0,4.0,44.0,62.0,3.0,0.4,0.0,0.0,,7.1429,0.6667,0.0,
org.thymeleaf.templateresolver.UrlTemplateResolver,4.0,3.0,0.0,6.0,11.0,4.0,3.0,11.0,22.0,36.0,0.0,0.75,2.0,0.6667,,7.75,0.6667,1.0,
org.thymeleaf.templateresolver.WebApplicationTemplateResolver,2.0,3.0,0.0,6.0,5.0,0.0,2.0,8.0,13.0,20.0,1.0,0.6,1.0,0.5,,8.5,0.0,0.0,
org.thymeleaf.templateresource.ClassLoaderTemplateResource,7.0,1.0,0.0,6.0,25.0,0.0,7.0,13.0,48.0,141.0,0.0,0.5238,0.0,0.0,,18.7143,0.2778,1.0,
org.thymeleaf.templateresource.FileTemplateResource,7.0,1.0,0.0,5.0,23.0,0.0,7.0,12.0,40.0,107.0,0.0,0.5238,0.0,0.0,,13.8571,0.3889,1.0,
org.thymeleaf.templateresource.ITemplateResource,5.0,1.0,0.0,25.0,5.0,10.0,5.0,3.0,7.0,5.0,0.0,0.6,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.templateresource.StringTemplateResource,6.0,1.0,0.0,5.0,11.0,3.0,6.0,6.0,24.0,42.0,0.0,0.6667,0.0,0.0,,5.8333,0.4,0.0,
org.thymeleaf.templateresource.TemplateResourceUtils,4.0,1.0,0.0,5.0,22.0,6.0,4.0,3.0,75.0,272.0,0.0,0.5,0.0,0.25,,67.0,2.0,3.0,
org.thymeleaf.templateresource.UrlTemplateResource,9.0,1.0,0.0,6.0,50.0,0.0,9.0,19.0,105.0,265.0,0.0,0.4815,0.0,0.2222,,28.2222,0.375,3.0,
org.thymeleaf.templateresource.WebApplicationTemplateResource,6.0,1.0,0.0,6.0,25.0,0.0,6.0,12.0,38.0,123.0,1.0,0.5,0.0,0.0,,19.0,0.3333,1.0,
org.thymeleaf.util.AbstractLazyCharSequence,11.0,1.0,2.0,3.0,20.0,49.0,11.0,5.0,51.0,92.0,0.0,0.3636,1.0,0.3636,,7.2727,0.2,1.0,
org.thymeleaf.util.AggregateCharSequence,18.0,1.0,0.0,1.0,35.0,0.0,17.0,10.0,317.0,1194.0,0.0,0.2092,1.0,0.0588,,65.0,0.5882,4.0,
org.thymeleaf.util.AggregateUtils,24.0,1.0,0.0,2.0,41.0,276.0,24.0,12.0,263.0,758.0,0.0,0.0625,0.0,0.3333,,30.5833,2.0,1.0,
org.thymeleaf.util.ArrayUtils,18.0,1.0,0.0,4.0,46.0,153.0,18.0,20.0,130.0,365.0,0.0,0.2063,0.0,0.1111,,19.2778,2.0,5.0,
org.thymeleaf.util.CharArrayWrapperSequence,10.0,1.0,0.0,0.0,18.0,3.0,9.0,5.0,83.0,250.0,0.0,0.4,1.0,0.1111,,23.7,0.2963,3.0,
org.thymeleaf.util.ClassLoaderUtils,15.0,1.0,0.0,6.0,28.0,77.0,14.0,9.0,176.0,295.0,0.0,0.2143,0.0,0.4286,,18.4667,0.4286,5.0,
org.thymeleaf.util.ContentTypeUtils,22.0,1.0,0.0,4.0,41.0,173.0,21.0,8.0,337.0,1029.0,0.0,0.381,0.0,0.1905,,44.8636,0.9333,1.0,
org.thymeleaf.util.ContentTypeUtils$ContentType,7.0,1.0,0.0,2.0,30.0,0.0,,,,187.0,0.0,0.3571,0.0,,,25.2857,0.5,,
org.thymeleaf.util.ContentTypeUtils.ContentType,,1.0,0.0,10.0,,52.0,7.0,10.0,65.0,,,,,0.0,,,83.0,2.0,
org.thymeleaf.util.DateUtils,32.0,1.0,0.0,7.0,70.0,492.0,31.0,18.0,359.0,768.0,0.0,0.3387,0.0,0.129,,22.9375,0.871,3.0,
org.thymeleaf.util.DateUtils$DateFormatKey,3.0,1.0,0.0,2.0,13.0,0.0,,,,129.0,0.0,0.5833,1.0,,,41.0,0.0,,
org.thymeleaf.util.DateUtils.DateFormatKey,,1.0,0.0,6.0,,0.0,3.0,6.0,53.0,,,,,0.0,,,58.0,2.0,
org.thymeleaf.util.EscapedAttributeUtils,3.0,1.0,0.0,20.0,17.0,3.0,3.0,8.0,44.0,78.0,0.0,0.5556,0.0,0.3333,,25.0,2.0,1.0,
org.thymeleaf.util.EscapedAttributeUtils$1,1.0,1.0,0.0,2.0,3.0,0.0,,,,49.0,0.0,0.0,0.0,,,47.0,2.0,,
org.thymeleaf.util.EvaluationUtils,5.0,1.0,0.0,27.0,53.0,10.0,5.0,22.0,188.0,597.0,0.0,0.5,0.0,0.2,,118.4,2.0,3.0,
org.thymeleaf.util.EvaluationUtils$MapEntry,7.0,1.0,0.0,1.0,17.0,0.0,,,,110.0,0.0,0.7143,1.0,,,14.4286,0.3333,,
org.thymeleaf.util.EvaluationUtils.MapEntry,,1.0,0.0,4.0,,29.0,7.0,4.0,45.0,,,,,0.0,,,54.0,1.0,
org.thymeleaf.util.ExpressionUtils,15.0,1.0,0.0,6.0,53.0,93.0,9.0,67.0,176.0,921.0,0.0,0.2262,0.0,0.1111,,59.6667,0.8312,3.0,
org.thymeleaf.util.FastStringWriter,10.0,2.0,0.0,15.0,20.0,0.0,10.0,6.0,50.0,106.0,0.0,0.45,1.0,0.0,,9.5,0.2222,1.0,
org.thymeleaf.util.IWritableCharSequence,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.util.IdentityCounter,3.0,1.0,0.0,0.0,7.0,0.0,3.0,1.0,14.0,26.0,0.0,0.6667,0.0,0.0,,7.0,0.75,0.0,
org.thymeleaf.util.LazyEscapingCharSequence,4.0,2.0,0.0,12.0,22.0,4.0,4.0,14.0,63.0,122.0,2.0,0.45,1.0,0.75,,28.75,0.0,3.0,
org.thymeleaf.util.LazyEscapingCharSequence$1,1.0,1.0,0.0,2.0,3.0,0.0,,,,49.0,0.0,0.0,0.0,,,47.0,2.0,,
org.thymeleaf.util.LazyProcessingCharSequence,3.0,2.0,0.0,7.0,10.0,0.0,3.0,11.0,25.0,56.0,2.0,0.5,1.0,0.6667,,17.0,0.0,1.0,
org.thymeleaf.util.ListUtils,10.0,1.0,0.0,2.0,36.0,45.0,10.0,12.0,71.0,185.0,0.0,0.2143,0.0,0.2,,17.5,2.0,2.0,
org.thymeleaf.util.LoggingUtils,2.0,1.0,0.0,9.0,10.0,1.0,2.0,2.0,18.0,51.0,0.0,0.5,0.0,0.5,,24.5,2.0,1.0,
org.thymeleaf.util.MapUtils,9.0,1.0,0.0,2.0,20.0,36.0,9.0,5.0,40.0,85.0,0.0,0.3333,0.0,0.1111,,8.4444,2.0,0.0,
org.thymeleaf.util.NumberPointType,8.0,2.0,0.0,4.0,12.0,14.0,6.0,2.0,35.0,131.0,6.0,0.3333,1.0,0.1667,,14.5,0.7143,1.0,
org.thymeleaf.util.NumberUtils,13.0,1.0,0.0,4.0,44.0,78.0,13.0,13.0,172.0,418.0,0.0,0.5538,0.0,0.2308,,31.1538,2.0,2.0,
org.thymeleaf.util.NumberUtils$1,1.0,1.0,0.0,2.0,3.0,0.0,,,,42.0,0.0,0.0,0.0,,,40.0,2.0,,
org.thymeleaf.util.ObjectUtils,2.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,8.0,11.0,0.0,0.5,0.0,0.5,,4.5,2.0,0.0,
org.thymeleaf.util.PatternSpec,7.0,1.0,0.0,4.0,22.0,0.0,7.0,10.0,61.0,156.0,0.0,0.4762,0.0,0.0,,20.8571,0.6667,2.0,
org.thymeleaf.util.PatternUtils,2.0,1.0,0.0,1.0,9.0,1.0,2.0,2.0,12.0,46.0,0.0,0.5,0.0,0.5,,22.0,2.0,0.0,
org.thymeleaf.util.ProcessorComparators,2.0,1.0,0.0,9.0,6.0,1.0,1.0,4.0,134.0,21.0,0.0,1.0,0.0,1.0,,8.0,1.0,0.0,
org.thymeleaf.util.ProcessorComparators$PostProcessorPrecedenceComparator,5.0,1.0,0.0,4.0,14.0,10.0,,,,119.0,0.0,0.32,0.0,,,22.8,2.0,,
